IdTrans;ID_CATASTRO;IDENTIFICADOR;Codigo;CODIGO_CALLE;CODIGO_POSTAL_AUXILIAR;NRO_RENTA;CALLE_NOCOD;NUMERACION_CALLE;PISO;BARRIO;DEPARTAMENTO;ESQUINA_MEDIAL;SUPERFICIE_TERRENO;COEFICIENTE_FRENTE_FONDO;PORCENTAJE_COPROPIEDAD;DESIGNACION_OFICIAL;FOLIO1;ANO1;FOLIO2;ANO2;CUENTA_LOTEO;NOMBRE_ESTABLECIMIENTO;NRO_MATRICULA_FOLIO_REAL;BALDIO_EDIFICADO;BASE_IMPONIBLE;TASACION_TERRENO;NRO_ESCRITURA;REGISTRO;DATO1;DATO2;DATO3;METROS_FRENTE;FRENTE_CONTRIBUCION;TORRE;COEF_IRREGULARIDAD;VALOR_TERRENO;VALOR_EDIFICADO;EJIDO;FEC_ESCRITURA;CODIGO_POSTAL_AMPLIADO;CONDICION_TERRENO;METROS_FONDO;UNIDADES_LOCATIVAS;CODIGO_POSTAL_SUFIJO;Fecha;LIQUIDA;CLAVE_BIEN;EXENCION;FechaAlta;DEP;PED;PUE;CIR;SEC;MAN;PAR;PH;DV;DOMINIO;FechaBaja;MOF;LOF;Descuento
185880;84; ;77; ;5131;;PUBLICA;S/N;;;; ;240;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;0;8;0;0;;2001-01-01 00:00:00.000;0;8;0
185881;13; ;75; ;5131;;PUBLICA;S/N;;;; ;644,8;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;2;1;0;0;;2001-01-01 00:00:00.000;2;1;0
185882;60; ;56; ;5131;;PUBLICA;S/N;;;; ;564,83;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;6;11;0;0;;2001-01-01 00:00:00.000;6;11;0
185883;4; ;4; ;5131;;PUBLICA;S/N;;;; ;650,2;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;1;6;0;0;;2001-01-01 00:00:00.000;1;6;0
185884;5; ;5; ;5131;;PUBLICA;S/N;;;; ;470;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;1;8;0;0;;2001-01-01 00:00:00.000;1;8;0
185885;9; ;8; ;5131;;PUBLICA;S/N;;;; ;480,4;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;1;5;0;0;;2001-01-01 00:00:00.000;1;5;0
185886;11; ;10; ;5131;;PUBLICA;S/N;;;; ;551,45;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;2;5;0;0;;2001-01-01 00:00:00.000;2;5;0
185887;12; ;11; ;5131;;PUBLICA;S/N;;;; ;795,45;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;2;9;0;0;;2001-01-01 00:00:00.000;2;9;0
185888;15; ;14; ;5131;;PUBLICA;S/N;;;; ;489,35;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;2;3;0;0;;2001-01-01 00:00:00.000;2;3;0
185889;16; ;15; ;5131;;PUBLICA;S/N;;;; ;485,65;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;2;2;0;0;;2001-01-01 00:00:00.000;2;2;0
185890;29; ;28; ;5131;;PUBLICA;S/N;;;; ;600,4;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;4;13;0;0;;2001-01-01 00:00:00.000;4;13;0
185891;30; ;29; ;5131;;PUBLICA;S/N;;;; ;486,56;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;4;2;0;0;;2001-01-01 00:00:00.000;4;2;0
185892;39; ;36; ;5131;;PUBLICA;S/N;;;; ;584,38;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;4;15;0;0;;2001-01-01 00:00:00.000;4;15;0
185893;41; ;38; ;5131;;PUBLICA;S/N;;;; ;735;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;4;6;0;0;;2001-01-01 00:00:00.000;4;6;0
185894;49; ;46; ;5131;;PUBLICA;S/N;;;; ;495,75;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;5;2;0;0;;2001-01-01 00:00:00.000;5;2;0
185895;51; ;48; ;5131;;PUBLICA;S/N;;;; ;701,62;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;6;5;0;0;;2001-01-01 00:00:00.000;6;5;0
185896;55; ;52; ;5131;;PUBLICA;S/N;;;; ;336,33;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;6;6;0;0;;2001-01-01 00:00:00.000;6;6;0
185897;56; ;52; ;5131;;PUBLICA;S/N;;;; ;191,41;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;6;7;0;0;;2001-01-01 00:00:00.000;6;7;0
185898;59; ;55; ;5131;;PUBLICA;S/N;;;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;6;3;0;0;;2001-01-01 00:00:00.000;6;3;0
185899;61; ;57; ;5131;;PUBLICA;S/N;;;; ;597,92;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;6;8;0;0;;2001-01-01 00:00:00.000;6;8;0
185900;66; ;62; ;5131;;PUBLICA;S/N;;;; ;560,32;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;7;5;0;0;;2001-01-01 00:00:00.000;7;5;0
185901;64; ;60; ;5131;;PUBLICA;S/N;;;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;7;3;0;0;;2001-01-01 00:00:00.000;7;3;0
185902;68; ;63; ;5131;;PUBLICA;S/N;;;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;0;0;0;0;;2001-01-01 00:00:00.000;0;0;0
185903;69; ;64; ;5131;;PUBLICA;S/N;;;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;0;0;0;0;;2001-01-01 00:00:00.000;0;0;0
185904;80; ;74; ;5131;;PUBLICA;S/N;;;; ;240;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;0;7;0;0;;2001-01-01 00:00:00.000;0;7;0
185905;81; ;75; ;5131;;PUBLICA;S/N;;;; ;240;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;0;5;0;0;;2001-01-01 00:00:00.000;0;5;0
185906;82; ;75; ;5131;;PUBLICA;S/N;;;; ;240;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;0;6;0;0;;2001-01-01 00:00:00.000;0;6;0
185907;85; ;116; ;5131;;Zona Rural s/n;0;;;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;26/6/2020;0;0;0;0;0;0;0;0;0;;2001-01-01 00:00:00.000;0;0;0
185908;65; ;61; ;5131;;PUBLICA;S/N;;;; ;449,65;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;7;4;0;0;;2001-01-01 00:00:00.000;7;4;0
185909;17; ;16; ;5131;;PUBLICA;S/N;;;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;2;7;0;0;;2001-01-01 00:00:00.000;2;7;0
185910;8; ;7; ;5131;;PUBLICA;S/N;;;; ;579,67;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;1;2;0;0;;2001-01-01 00:00:00.000;1;2;0
185911;86; ;91; ;5131;;PUBLICA S/N;0;;;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;2/1/2024;0;0;0;0;0;0;9;0;0;;2001-01-01 00:00:00.000;0;9;0
185912;87; ;153; ;5131;;PUBLICA S/N;0;;JUAN D. PERON;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;22/3/2024;0;0;0;0;0;0;10;0;0;;2001-01-01 00:00:00.000;0;10;0
185913;88; ;216; ;5131;;PUBLICA S/N;0;;JUAN D. PERON;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;22/3/2024;0;0;0;0;0;0;11;0;0;;2001-01-01 00:00:00.000;0;11;0
185914;89; ;121; ;5131;;PUBLICA S/N;0;;JUAN D. PERON;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;22/3/2024;0;0;0;0;0;0;12;0;0;;2001-01-01 00:00:00.000;0;12;0
185915;91; ;312; ;5131;;PUBLICA S/N;0;;JUAN D. PERON;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;22/3/2024;0;0;0;0;0;0;14;0;0;;2001-01-01 00:00:00.000;0;14;0
185916;92; ;403; ;5131;;PUBLICA S/N;0;;JUAN D. PERON;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;22/3/2024;0;0;0;0;0;0;15;0;0;;2001-01-01 00:00:00.000;0;15;0
185917;93; ;172; ;5131;;PUBLICA S/N;0;;JUAN D. PERON;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;22/3/2024;0;0;0;0;0;0;16;0;0;;2001-01-01 00:00:00.000;0;16;0
185918;95; ;202; ;5131;;PUBLICA S/N;0;;JUAN D. PERON;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;22/3/2024;0;0;0;0;0;0;18;0;0;;2001-01-01 00:00:00.000;0;18;0
185919;96; ;179; ;5131;;PUBLICA S/N;0;;JUAN D. PERON;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;22/3/2024;0;0;0;0;0;0;19;0;0;;2001-01-01 00:00:00.000;0;19;0
185920;98; ;152; ;5131;;PUBLICA S/N;0;;JUAN D. PERON;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ;;;;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ;;22/3/2024;0;0;0;0;0;0;21;0;0;;2001-01-01 00:00:00.000;0;21;0
185921;99; ;344; ;5131;;PUBLICA S/N;0;;JUAN D. PERON;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;22/3/2024;0;0;0;0;0;0;22;0;0;;2001-01-01 00:00:00.000;0;22;0
185922;100; ;159; ;5131;;PUBLICA S/N;0;;JUAN D. PERON;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;22/3/2024;0;0;0;0;0;0;23;0;0;;2001-01-01 00:00:00.000;0;23;0
185923;101; ;239; ;5131;;PUBLICA S/N;0;;JUAN D. PERON;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;22/3/2024;0;0;0;0;0;0;24;0;0;;2001-01-01 00:00:00.000;0;24;0
185924;102; ;404; ;5131;;PUBLICA S/N;0;;JAUN D. PERON 2;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ;;;;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ;;22/3/2024;0;0;0;0;0;0;25;0;0;;2001-01-01 00:00:00.000;0;25;0
185925;103; ;110; ;5131;;PUBLICA S/N;0;;JUAN D. PERON;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;22/3/2024;0;0;0;0;0;0;26;0;0;;2001-01-01 00:00:00.000;0;26;0
185926;104; ;78; ;5131;;PUBLICA S/N;0;;JUAN D. PERON;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;22/3/2024;0;0;0;0;0;0;27;0;0;;2001-01-01 00:00:00.000;0;27;0
185927;105; ;405; ;5131;;PUBLICA S/N;0;;JUAN D. PERON;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;22/3/2024;0;0;0;0;0;0;28;0;0;;2001-01-01 00:00:00.000;0;28;0
185928;106; ;327; ;5131;;PUBLICA S/N;0;;JUAN D. PERON;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;22/3/2024;0;0;0;0;0;0;29;0;0;;2001-01-01 00:00:00.000;0;29;0
185929;107; ;203; ;5131;;PUBLICA S/N;0;;JUAN D. PERON;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;22/3/2024;0;0;0;0;0;0;30;0;0;;2001-01-01 00:00:00.000;0;30;0
185930;90; ;137; ;5131;;PUBLICA S/N;0;;JUAN D. PERON;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;22/3/2024;0;0;0;0;0;0;13;0;0;;2001-01-01 00:00:00.000;0;13;0
185931;94; ;237; ;5131;;PUBLICA S/N;0;;JUAN D. PERON;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;22/3/2024;0;0;0;0;0;0;17;0;0;;2001-01-01 00:00:00.000;0;17;0
185932;97; ;170; ;5131;;PUBLICA S/N;0;;JUAN D. PERON;; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;22/3/2024;0;0;0;0;0;0;20;0;0;;2001-01-01 00:00:00.000;0;20;0
185933;58; ;54; ;5131;;PUBLICA;S/N;;;; ;540,03;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;6;10;0;0;;2001-01-01 00:00:00.000;6;10;0
185934;53; ;50; ;5131;;PUBLICA;S/N;;;; ;631,34;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;S; ; ;18/2/2020;0;0;0;0;0;6;12;0;0;;2001-01-01 00:00:00.000;6;12;0
185938;108; ;108; ; ;232323;;; ;; ; ;0;0;0; ; ; ; ; ; ; ; ; ;0;0; ; ;-31.076.091;-64.300.263;;0;0; ;0;0;0; ;1900-01-01 00:00:00.000; ; ;0;0; ;NULL;; ;;NULL; ; ; ; ; ; ; ; ;0; ;1900-01-01 00:00:00.000; ; ;0
